1 8 5 4 11 3 7 15 17 24 21 20 22 19 23 18 33 41 37 36 38 46 39 34 49 56 53 52 59 51 55 63;8 4 3 15 17 21 19 18 33 36 46 34 49 52 51 55;8 3 17 18 33 34 52 51;8 18 34 51;18 34;34;
1 8 12 4 6 3 7 2 17 25 21 20 22 19 23 18 33 40 44 36 43 35 39 34 49 56 53 52 54 51 55 50;1 4 3 2 17 20 22 23 33 36 35 34 49 52 54 50;1 2 17 23 36 35 49 54;2 17 35 49;17 35;17;
1 8 5 4 6 3 10 2 17 24 21 29 22 19 26 18 48 40 37 36 38 46 42 34 49 57 60 52 54 51 55 50;1 5 6 2 17 29 19 18 40 37 38 34 49 52 51 50;1 2 17 18 37 34 49 50;2 17 37 49;17 49;17;
1 8 5 4 6 3 7 2 17 24 21 20 27 30 23 18 33 40 37 36 38 46 39 34 49 56 60 52 54 51 55 50;1 4 3 2 17 20 30 18 40 36 46 34 49 52 51 50;1 2 17 18 36 34 52 50;1 17 36 50;17 36;17;
1 9 5 4 6 3 10 2 17 24 21 29 22 19 23 18 33 40 37 36 38 35 42 34 49 56 53 52 59 51 55 50;1 4 3 2 17 21 19 23 33 37 35 42 49 53 51 50;1 3 21 19 33 35 49 50;3 21 35 50;21 35;21;
1 8 12 4 6 3 10 2 17 25 21 29 22 19 26 18 33 40 37 36 43 35 39 34 49 56 60 52 54 51 55 50;8 4 3 10 17 21 22 26 33 36 35 39 49 52 51 50;4 3 17 26 33 39 49 50;3 17 33 49;17 49;49;
1 9 5 13 6 3 7 2 17 24 21 20 27 19 26 18 33 40 37 36 38 35 39 34 49 57 53 52 54 51 55 50;1 5 3 7 17 20 19 18 33 37 38 34 49 53 51 50;5 3 17 19 33 34 49 50;5 17 33 49;17 33;17;
1 8 5 4 6 3 10 2 17 24 21 20 22 19 23 31 48 40 37 36 38 35 39 47 49 57 53 52 59 51 58 50;1 5 6 2 17 20 22 23 40 37 35 39 49 52 51 50;1 2 17 22 37 35 49 51;1 17 35 49;1 49;49;
1 9 12 13 11 3 7 2 17 25 28 29 22 19 23 18 33 41 44 36 38 35 42 34 49 57 53 61 54 51 58 50;1 12 3 2 17 29 19 18 33 44 35 42 49 53 51 50;1 2 17 19 33 42 49 51;1 17 33 49;17 49;49;
1 9 12 13 6 3 10 2 17 25 21 29 22 19 23 18 33 41 44 36 38 46 39 34 49 57 60 52 54 62 55 50;1 12 3 2 17 21 22 18 33 36 38 34 57 52 54 50;1 2 17 18 36 34 52 50;2 17 34 50;17 34;17;
1 8 5 4 11 14 7 2 17 25 21 20 22 19 26 18 33 41 44 36 43 35 42 34 49 57 53 52 59 51 55 50;1 4 11 7 17 21 22 26 33 44 35 34 49 53 59 50;1 7 17 26 33 35 49 50;7 17 35 49;17 49;49;
1 9 5 4 11 3 10 15 17 24 21 20 22 30 26 18 33 40 37 36 38 35 42 34 49 57 53 52 54 51 58 50;1 4 3 10 17 21 22 18 33 36 35 34 49 52 51 50;1 3 17 18 33 35 49 50;1 17 33 50;1 50;1;
1 8 5 4 11 14 7 2 17 25 21 29 22 30 26 18 33 41 44 36 43 35 39 34 49 56 53 61 54 51 55 50;1 5 11 2 17 29 22 26 33 36 35 34 49 53 54 50;1 2 17 26 33 34 49 50;2 17 33 49;2 49;2;
1 9 12 4 6 3 7 2 17 24 21 20 22 19 23 18 33 40 37 36 38 35 39 34 49 56 53 52 54 51 55 63;1 12 3 2 17 21 19 23 33 37 35 34 49 53 54 63;1 2 17 19 37 34 49 54;2 17 34 49;17 49;17;
1 8 12 4 11 3 7 15 17 24 21 29 22 30 26 18 33 41 37 36 38 46 39 34 49 57 53 61 59 51 55 50;1 4 3 15 17 29 22 18 33 37 38 39 49 61 51 50;4 3 17 22 33 39 49 50;3 17 33 49;17 33;17;
1 8 12 13 6 14 7 2 17 25 21 20 27 30 26 18 33 41 37 36 38 35 42 47 49 57 53 52 54 51 55 50;1 12 6 2 17 20 27 18 41 36 35 47 49 53 51 50;12 2 17 27 36 35 49 50;2 17 36 49;17 49;17;
1 8 5 4 11 3 7 2 17 25 21 20 22 30 23 18 33 41 37 36 38 35 42 34 49 56 60 61 54 51 55 50;1 4 11 2 17 20 22 18 33 37 35 34 49 60 54 50;1 2 17 22 37 34 49 50;1 17 34 49;1 34;1;
1 9 5 4 11 3 10 2 17 24 21 29 22 19 23 31 48 41 44 36 43 35 39 34 64 56 60 52 54 51 55 50;1 4 3 2 17 29 19 23 41 36 43 39 64 52 51 50;1 3 17 19 36 43 52 51;1 17 36 52;17 36;17;
1 9 12 4 6 14 10 2 17 25 28 29 27 30 26 31 33 40 37 36 38 35 42 34 49 56 53 52 54 62 58 50;1 4 6 2 17 28 27 31 33 37 38 34 49 53 54 50;1 2 17 31 33 38 49 54;1 17 33 49;17 49;17;
1 8 12 4 6 3 10 15 17 25 28 20 27 19 26 18 33 40 44 45 43 35 39 34 49 57 53 52 54 51 58 50;1 4 3 15 17 20 19 18 33 44 35 34 49 52 51 50;1 3 17 18 33 34 49 50;3 17 33 49;17 49;17;
16 8 5 4 6 3 7 15 17 24 21 29 27 19 26 18 33 40 37 36 43 35 39 34 49 57 53 52 59 51 55 50;16 4 3 7 17 29 19 18 33 36 35 34 49 53 51 50;4 3 17 19 36 35 49 50;3 17 36 50;3 50;50;
1 9 5 4 6 3 7 2 17 25 28 29 27 30 23 18 33 41 44 45 38 35 39 47 49 56 60 52 54 62 55 50;1 4 3 7 17 28 27 18 41 44 35 39 49 52 54 50;4 3 17 18 41 35 49 50;3 17 35 50;17 50;17;
1 9 5 13 6 3 10 2 17 24 21 20 27 30 26 31 33 40 37 36 43 35 42 34 49 56 53 52 59 51 55 50;1 5 3 2 17 20 27 31 33 36 35 34 49 53 59 50;1 2 17 31 33 34 49 59;1 31 34 49;1 49;1;
1 9 5 4 11 3 7 2 17 25 21 20 27 19 23 18 33 40 44 36 43 35 42 34 49 56 53 52 59 62 55 50;1 4 3 2 17 21 19 18 33 36 35 34 49 52 59 50;1 2 17 18 33 35 49 50;2 17 33 50;2 33;33;
1 8 5 4 6 14 10 2 17 25 21 20 27 19 23 18 33 40 37 36 43 35 42 34 49 57 53 52 54 51 58 50;8 4 6 2 17 20 19 18 33 36 35 34 49 52 54 58;4 2 20 19 33 35 49 54;2 20 35 49;20 49;49;
1 8 5 4 11 3 10 2 17 25 21 20 27 19 26 18 33 40 44 36 38 35 39 34 49 57 60 52 59 62 58 50;1 5 3 2 17 20 19 18 40 44 35 34 49 60 62 50;5 3 17 19 44 35 49 50;3 17 35 49;17 49;17;
1 8 12 4 6 3 7 2 17 25 21 20 22 19 23 18 33 41 44 36 38 35 39 34 49 57 53 52 59 51 55 50;1 12 3 2 17 20 22 18 33 44 38 34 49 52 51 50;12 3 17 18 44 34 49 50;3 17 34 49;17 49;17;
1 9 5 4 6 3 10 2 17 24 21 20 22 19 23 18 33 41 44 36 38 35 39 34 64 57 60 52 54 51 55 50;1 5 3 2 17 21 22 18 33 36 35 34 57 52 51 50;5 2 17 18 36 34 52 50;5 18 34 52;5 34;34;
16 9 5 4 6 14 7 2 17 25 21 20 22 30 26 18 33 41 37 36 43 35 39 34 64 56 53 61 54 51 55 50;9 4 6 2 17 21 30 18 33 37 35 34 56 53 51 50;9 2 17 18 37 34 53 51;2 17 34 51;2 34;2;
1 8 5 13 6 3 10 2 17 24 28 20 22 19 26 18 33 41 37 45 43 35 39 34 49 56 53 61 59 51 58 50;1 5 6 2 17 28 19 26 33 45 35 34 49 61 51 50;1 2 17 19 33 34 49 50;1 17 33 49;1 49;1;
16 8 5 4 6 14 7 2 17 25 21 20 22 19 26 31 33 40 44 36 43 46 42 34 49 56 60 52 54 51 58 50;16 5 14 2 17 20 22 26 33 36 43 34 49 60 54 50;16 2 17 22 33 34 49 50;2 22 33 50;2 33;33;
1 8 5 13 11 3 10 2 17 25 21 20 22 30 23 31 33 41 37 45 38 35 39 34 49 56 53 52 54 51 55 50;1 5 3 2 17 21 22 23 33 37 35 34 49 52 54 55;1 2 17 22 33 34 49 55;1 22 34 55;1 55;1;
1 8 5 4 6 14 7 2 17 25 28 20 27 19 23 31 33 40 44 36 38 46 39 47 49 56 53 61 54 62 55 50;1 5 6 2 17 20 19 31 33 36 46 47 49 61 54 50;1 6 20 19 33 46 49 50;1 19 33 49;19 49;49;
1 8 5 13 11 3 10 2 17 24 28 29 22 19 23 18 33 40 37 36 38 35 42 47 49 57 53 61 54 62 58 63;1 13 11 10 17 28 19 18 33 36 35 42 49 53 54 63;1 11 17 19 36 35 49 63;1 17 35 49;1 49;1;
1 8 5 4 6 14 10 15 17 25 21 20 22 30 26 18 48 40 37 36 38 35 42 34 64 57 53 52 59 51 58 50;1 4 14 10 17 21 30 26 40 36 35 34 64 52 51 50;1 10 21 26 36 34 52 50;1 21 34 52;1 34;1;
1 8 5 4 6 3 7 2 17 25 21 20 22 19 26 18 33 40 37 36 43 35 39 34 49 56 60 52 54 51 55 63;1 5 6 2 17 20 19 18 33 37 35 39 56 60 54 55;1 2 17 18 33 35 56 55;1 17 33 55;17 33;33;
1 8 5 4 11 3 7 2 17 24 28 29 27 30 26 18 33 40 37 36 38 35 39 47 49 57 53 52 54 51 55 50;8 4 3 2 17 29 27 18 33 37 35 39 49 52 51 50;4 2 17 18 33 35 49 50;2 17 33 49;17 49;49;
1 8 5 4 11 3 7 2 17 24 21 20 22 19 26 18 33 40 37 36 43 35 39 34 49 57 60 52 59 51 58 50;1 5 11 2 17 21 22 18 33 37 35 34 49 52 59 50;5 2 21 18 33 34 49 59;2 18 33 49;18 49;49;
1 9 5 4 6 3 7 2 17 24 21 20 27 19 23 18 33 41 44 36 38 35 42 34 49 57 60 52 59 51 58 50;1 4 6 2 17 20 27 18 33 36 35 34 49 52 51 50;1 2 20 18 33 34 49 51;1 18 34 49;1 34;1;
1 8 12 13 11 3 10 2 17 24 21 20 22 19 26 18 33 40 44 45 38 35 39 34 49 56 53 52 59 51 58 50;1 12 11 10 17 20 22 18 33 45 38 34 49 53 51 50;12 11 17 18 33 38 49 51;11 17 33 51;17 33;33;
1 9 5 4 6 3 10 2 17 24 21 20 22 19 23 18 33 41 44 36 38 35 39 34 49 56 60 52 54 51 55 50;1 4 3 2 17 20 19 18 33 36 35 39 49 60 51 50;1 2 17 19 33 35 49 51;2 19 35 51;19 35;19;
1 8 5 4 11 14 7 2 17 24 21 29 22 19 26 18 33 41 44 36 38 35 42 34 49 56 53 52 54 62 55 50;1 5 11 2 17 21 19 18 33 36 35 34 49 53 54 50;1 2 17 19 36 34 49 50;2 17 34 50;2 50;50;
1 8 5 4 6 3 7 2 17 25 21 29 27 19 23 31 33 40 37 36 43 35 39 34 49 57 53 52 59 51 58 50;1 5 3 2 17 21 19 31 33 37 43 34 49 52 51 50;1 2 17 19 33 34 49 50;1 17 33 49;17 49;49;
1 8 5 4 11 3 10 2 17 25 21 20 27 19 26 18 33 40 37 45 38 46 42 34 49 56 53 52 54 51 58 50;1 5 11 2 17 21 19 18 40 37 38 34 49 52 51 58;1 2 21 18 37 38 49 51;2 21 37 49;2 49;49;
1 9 5 4 11 3 7 2 17 24 28 20 22 30 23 18 33 40 37 45 38 35 42 34 49 57 60 61 59 51 58 50;9 4 11 2 17 20 22 18 33 37 35 34 49 60 59 50;4 2 20 18 33 34 49 50;2 20 33 50;20 33;33;
1 8 5 4 6 3 10 15 17 25 21 29 22 19 26 18 33 40 37 36 38 35 42 34 49 56 53 52 59 51 55 50;1 4 6 10 17 21 19 18 33 36 35 34 49 52 51 50;1 6 17 18 33 35 49 51;1 17 33 51;17 33;17;
1 9 5 13 11 3 7 2 32 25 21 20 22 19 23 18 33 41 37 36 38 35 39 47 49 56 53 52 59 51 55 50;1 5 11 2 25 21 19 18 33 37 35 39 49 52 51 50;1 11 21 18 33 39 49 50;1 21 33 50;1 33;33;
1 9 5 4 6 3 10 15 17 24 21 20 22 19 26 18 33 40 37 36 38 35 42 34 49 57 60 61 54 62 55 50;1 4 3 15 17 21 19 26 33 36 38 34 49 61 54 50;4 3 17 19 33 34 49 50;4 17 33 49;4 33;33;
1 9 12 13 6 3 7 2 17 24 21 20 27 30 26 18 33 41 37 45 43 35 42 47 49 56 53 52 54 51 58 50;1 12 6 2 17 20 30 18 33 45 43 42 56 53 54 58;1 2 17 18 33 42 56 54;1 17 33 56;1 33;1;
1 9 12 4 6 14 7 2 32 24 21 20 22 19 23 18 33 40 37 36 38 35 39 34 49 56 53 52 59 51 58 50;1 4 6 2 24 21 19 23 33 37 38 34 49 53 59 50;1 2 24 19 33 38 49 50;2 19 33 49;2 33;2;
1 9 5 4 11 3 7 2 17 24 21 29 27 30 26 18 33 40 37 45 43 35 39 34 49 56 53 52 59 51 58 63;1 4 3 2 17 29 27 18 40 37 35 34 49 53 51 63;1 3 17 18 40 34 49 51;1 17 34 49;17 34;34;
1 9 12 13 6 14 7 2 17 25 21 20 22 19 26 18 33 41 37 36 43 35 39 34 49 57 53 52 59 62 55 50;1 13 6 2 17 20 19 18 33 37 43 34 49 52 59 50;1 6 17 18 37 43 49 50;1 17 37 50;1 37;37;
1 8 5 13 6 3 10 2 17 25 21 29 27 19 26 18 33 40 44 45 43 35 39 47 49 57 60 52 59 51 55 50;1 5 6 2 17 21 19 26 33 44 35 47 49 52 51 50;1 2 21 19 33 35 49 50;1 19 33 50;1 50;50;
1 8 5 4 11 3 10 2 17 25 21 20 22 19 23 18 48 40 37 45 38 46 39 34 64 57 60 52 59 51 55 50;1 5 3 2 17 21 19 18 48 45 38 39 64 52 51 55;1 2 17 18 45 39 52 51;2 17 45 52;2 45;45;
1 9 5 4 6 14 10 2 17 24 21 29 22 19 26 18 33 40 37 36 43 35 39 34 49 56 53 52 54 51 58 50;1 5 14 10 17 21 19 18 33 37 35 34 49 53 51 50;1 10 17 18 33 34 49 50;1 17 33 49;17 49;17;
1 9 5 4 6 3 10 2 17 24 21 20 22 19 26 18 33 40 37 36 38 35 39 47 49 57 53 52 54 51 58 50;1 5 6 2 17 21 22 18 40 37 38 47 49 52 51 50;1 2 17 18 40 38 52 50;2 17 38 52;17 52;17;
1 9 5 4 11 14 10 2 17 25 21 29 22 19 26 18 33 41 44 36 38 35 39 34 49 57 60 52 59 51 58 50;1 4 14 2 17 21 19 18 33 44 35 39 49 52 51 50;1 2 21 18 33 35 52 50;2 21 33 50;2 50;50;
1 8 5 4 6 3 10 15 17 24 21 29 27 19 23 31 33 40 37 45 38 35 42 47 49 57 53 52 54 51 55 50;1 4 3 15 17 21 19 23 33 37 38 42 49 52 51 50;1 3 17 19 33 38 49 50;1 19 33 49;19 33;33;
1 8 5 4 11 14 7 2 17 24 21 20 22 19 26 18 33 40 37 45 43 35 42 34 49 57 53 52 54 51 55 50;1 4 14 2 17 20 22 18 33 45 35 34 49 53 54 50;4 2 17 18 33 34 49 50;2 18 34 49;18 49;49;
1 8 5 4 6 3 7 15 17 24 28 20 22 19 23 18 33 40 37 36 38 35 39 34 49 57 53 52 59 51 55 50;1 5 3 7 17 20 19 18 33 37 35 34 49 52 51 50;1 3 17 19 33 35 49 51;1 17 33 49;17 49;17;
1 8 12 4 6 14 7 2 17 25 21 29 27 30 26 18 33 40 37 45 43 35 39 34 49 57 60 61 54 51 58 50;8 4 6 2 17 29 27 26 33 37 35 39 49 61 51 50;4 2 17 26 37 35 49 50;4 17 37 49;17 37;17;
1 9 5 4 11 14 7 2 17 24 21 29 22 19 26 18 33 40 44 36 38 35 42 34 49 57 60 52 54 62 58 50;9 4 11 2 17 21 19 18 33 36 35 34 49 52 62 50;4 2 17 19 36 35 52 50;2 17 36 52;17 52;17;
16 9 5 13 11 14 7 2 32 25 28 20 27 19 23 18 48 41 37 45 38 35 39 34 49 56 53 61 54 62 55 50;9 13 11 2 32 20 27 18 41 37 38 39 49 53 54 55;9 11 20 18 41 39 49 55;9 20 39 49;20 49;49;
1 8 5 4 11 3 7 2 17 25 21 20 27 19 26 18 33 40 37 36 43 35 39 34 49 57 53 52 54 51 55 50;1 5 3 2 17 21 19 18 33 36 43 39 49 52 51 50;1 3 17 19 33 43 52 50;1 17 33 50;17 50;50;
1 9 5 4 11 3 7 2 17 25 21 20 27 19 23 18 33 40 37 45 38 35 39 34 49 56 60 61 59 62 55 50;1 4 11 7 25 21 19 18 33 45 38 34 49 61 62 50;1 11 21 19 33 38 49 50;1 19 33 49;1 33;1;
1 8 12 13 11 3 7 2 17 24 21 20 22 19 26 18 33 40 37 36 38 35 42 34 49 56 53 52 59 51 58 63;1 12 11 2 17 20 19 18 33 36 35 34 49 52 51 58;1 2 17 18 33 35 52 51;2 17 33 51;2 33;33;
1 9 5 4 6 3 10 2 32 25 21 20 22 19 23 18 48 40 37 36 38 35 39 34 49 57 53 52 59 51 55 50;1 4 6 2 25 21 19 18 48 36 38 34 49 52 51 50;1 2 21 19 36 34 52 51;1 19 36 52;19 52;52;
16 8 5 4 11 14 7 2 17 24 21 20 27 19 26 18 33 40 37 36 38 35 39 34 49 56 60 52 54 51 55 50;8 5 14 7 17 21 19 18 33 36 38 34 49 52 51 55;8 14 17 18 33 38 49 51;8 17 33 49;17 33;33;
1 8 5 4 11 3 10 2 17 25 21 20 27 19 23 31 33 41 37 45 43 35 42 34 49 57 53 61 54 51 58 50;8 4 3 2 17 21 19 31 33 37 35 34 49 53 51 50;8 2 21 19 33 35 49 51;2 19 33 49;19 49;49;
16 9 5 4 11 14 10 2 17 25 21 20 27 19 23 18 33 40 37 36 43 35 39 34 49 57 53 52 54 51 58 50;16 4 11 2 25 20 19 18 33 36 35 34 49 53 51 50;4 2 20 18 33 34 49 50;4 20 33 49;4 33;33;
1 9 5 13 11 14 7 2 17 25 28 20 22 19 26 31 33 41 37 36 38 35 42 34 49 56 53 61 59 51 55 50;1 5 11 2 17 20 19 31 41 37 35 34 49 61 51 50;1 2 20 19 41 34 49 50;1 20 34 49;1 49;49;
1 8 5 4 6 3 10 2 17 25 28 20 22 19 26 31 33 40 44 36 38 35 39 47 49 56 60 52 54 51 55 50;1 5 3 10 17 20 19 31 33 36 35 39 49 52 51 50;1 3 20 31 33 35 49 50;1 31 33 50;1 50;1;
1 9 5 13 6 3 7 15 17 25 21 20 22 19 23 18 33 41 37 36 43 35 39 34 49 56 53 52 54 51 58 50;1 5 6 7 17 21 22 18 33 36 35 34 49 53 51 50;1 7 17 18 33 34 49 50;1 18 33 50;1 50;50;
1 9 5 13 6 3 10 2 17 25 28 20 22 19 23 31 33 40 44 36 43 35 42 34 49 57 53 52 54 51 58 50;9 5 6 10 17 20 19 23 33 36 35 34 49 53 51 50;9 10 20 19 33 35 49 51;10 20 33 49;20 49;49;
1 9 5 13 11 3 7 2 17 25 21 20 27 19 23 31 33 41 37 36 43 35 42 34 49 57 53 52 54 51 55 50;9 5 3 2 17 20 19 31 33 37 35 34 49 53 54 50;5 2 20 19 33 34 49 50;2 19 34 49;2 49;49;
1 9 5 4 6 3 10 2 17 25 21 20 22 19 26 18 33 40 37 36 38 35 42 34 49 56 60 52 59 51 55 50;1 4 6 2 17 20 19 18 33 36 35 42 49 52 51 50;1 2 20 19 33 35 49 50;1 20 35 49;1 49;49;
